Date,Region,Category,Product,Quantity,Sales,Profit
2024-05-01,Central,Furniture,Sofa,11,5845.39,430.19
2024-05-01,West,Clothing,T-Shirt,8,654.58,139.47
2024-05-01,East,Stationery,Notebook,11,498.43,130.0
2024-05-01,South,Electronics,Headphones,3,1003.46,222.55
2024-05-01,North,Furniture,Desk,4,310.75,36.81
2024-05-01,North,Stationery,Pen Set,5,227.73,24.68
2024-05-01,North,Furniture,Desk,11,1457.46,160.63
2024-05-01,East,Furniture,Dining Table,11,7778.85,2188.72
2024-05-01,North,Furniture,Office Chair,5,4183.94,284.35
2024-05-02,South,Clothing,T-Shirt,11,388.56,44.7
2024-05-02,West,Groceries,Olive Oil,8,112.53,28.88
2024-05-03,Central,Groceries,Cereal,11,271.52,24.15
2024-05-03,South,Electronics,Headphones,4,4154.96,692.15
2024-05-03,South,Electronics,Smartphone,7,6552.23,933.73
2024-05-03,East,Stationery,Desk Lamp,11,798.86,172.12
2024-05-03,East,Electronics,Tablet,8,3621.34,821.32
2024-05-03,North,Furniture,Office Chair,8,6193.29,1515.39
2024-05-03,West,Clothing,Cap,10,658.51,182.48
2024-05-03,East,Furniture,Sofa,6,2045.56,362.16
2024-05-03,North,Clothing,Sneakers,9,1082.73,163.97
2024-05-04,South,Stationery,Sticky Notes,10,363.58,69.81
2024-05-04,North,Groceries,Coffee,7,99.39,14.28
2024-05-04,South,Stationery,Pen Set,10,231.75,48.34
2024-05-04,East,Furniture,Sofa,4,2002.45,696.81
2024-05-05,South,Electronics,Smartphone,6,7019.22,645.03
2024-05-05,Central,Furniture,Office Chair,7,4865.31,1308.52
2024-05-05,South,Stationery,Notebook,5,163.66,15.6
2024-05-05,East,Clothing,Sneakers,5,682.92,85.34
2024-05-05,West,Furniture,Office Chair,6,4720.14,598.24
2024-05-05,East,Electronics,Tablet,8,2985.64,601.37
2024-05-05,North,Clothing,T-Shirt,5,587.66,89.65
2024-05-05,West,Stationery,Desk Lamp,2,103.98,33.82
2024-05-05,East,Electronics,Tablet,7,4118.18,397.68
2024-05-06,North,Stationery,Backpack,6,284.36,44.81
2024-05-06,East,Groceries,Snack Pack,6,138.42,13.85
2024-05-06,South,Electronics,Smartphone,10,11118.28,1626.29
2024-05-06,Central,Groceries,Organic Juice,11,212.29,65.4
2024-05-06,South,Furniture,Bookshelf,5,3801.42,564.27
2024-05-06,South,Electronics,Tablet,11,5493.04,1017.6
2024-05-06,West,Groceries,Olive Oil,6,85.56,27.96
2024-05-06,North,Groceries,Olive Oil,9,106.85,26.51
2024-05-07,South,Stationery,Notebook,10,340.81,47.47
2024-05-07,North,Groceries,Organic Juice,10,63.83,12.2
2024-05-07,Central,Groceries,Olive Oil,7,265.54,71.15
2024-05-07,North,Furniture,Bookshelf,7,4005.71,510.16
2024-05-07,West,Electronics,Smartwatch,11,6644.74,674.32
2024-05-07,Central,Stationery,Pen Set,4,192.12,65.99
2024-05-07,East,Stationery,Sticky Notes,3,40.97,10.05
2024-05-07,South,Groceries,Snack Pack,8,245.77,74.0
2024-05-07,East,Clothing,T-Shirt,4,145.61,7.73
2024-05-08,West,Groceries,Snack Pack,11,99.57,6.63
2024-05-08,South,Stationery,Sticky Notes,10,621.93,118.24
2024-05-08,East,Electronics,Smartwatch,3,1132.7,278.15
2024-05-08,East,Clothing,Jeans,8,1187.21,223.99
2024-05-08,South,Groceries,Coffee,6,176.98,35.95
2024-05-08,North,Groceries,Snack Pack,9,335.64,61.24
2024-05-08,West,Groceries,Olive Oil,10,248.22,62.77
2024-05-08,Central,Stationery,Notebook,7,361.58,99.6
2024-05-09,Central,Stationery,Pen Set,5,336.33,50.96
2024-05-09,West,Stationery,Sticky Notes,7,541.96,48.35
2024-05-09,North,Stationery,Pen Set,6,222.36,32.02
2024-05-09,West,Clothing,T-Shirt,4,192.49,51.15
2024-05-09,North,Electronics,Smartphone,7,7200.47,932.87
2024-05-09,East,Furniture,Office Chair,5,3630.65,804.65
2024-05-09,North,Clothing,Cap,3,214.6,12.71
2024-05-09,South,Furniture,Sofa,10,3035.37,975.06
2024-05-09,South,Groceries,Organic Juice,2,30.1,1.9
2024-05-09,Central,Clothing,Jeans,9,714.59,68.15
2024-05-09,East,Electronics,Tablet,1,656.61,137.24
2024-05-09,East,Electronics,Smartphone,8,8199.27,2363.9
2024-05-09,North,Stationery,Sticky Notes,1,30.4,9.24
2024-05-09,North,Clothing,T-Shirt,8,829.28,140.15
2024-05-10,East,Furniture,Office Chair,10,7825.23,2568.14
2024-05-10,South,Stationery,Desk Lamp,11,130.56,44.21
2024-05-10,Central,Groceries,Snack Pack,1,34.36,4.34
2024-05-10,North,Groceries,Snack Pack,6,145.97,44.94
2024-05-10,West,Stationery,Desk Lamp,6,193.03,14.0
2024-05-11,South,Groceries,Organic Juice,11,159.02,23.74
2024-05-11,West,Furniture,Office Chair,6,4439.51,508.68
2024-05-11,Central,Furniture,Office Chair,11,3277.26,818.06
2024-05-11,West,Stationery,Pen Set,6,367.22,30.26
2024-05-11,South,Stationery,Backpack,4,150.66,18.55
2024-05-11,North,Clothing,T-Shirt,8,1128.7,161.65
2024-05-11,West,Furniture,Bookshelf,8,2180.41,324.49
2024-05-11,East,Furniture,Bookshelf,1,843.6,122.39
2024-05-11,South,Stationery,Notebook,5,115.16,6.06
2024-05-11,East,Stationery,Pen Set,7,104.48,19.4
2024-05-11,East,Stationery,Sticky Notes,7,52.3,16.83
2024-05-11,West,Stationery,Notebook,9,92.86,29.18
2024-05-12,South,Electronics,Laptop,3,1467.9,457.24
2024-05-12,East,Groceries,Cereal,1,34.89,3.76
2024-05-12,East,Clothing,Jacket,11,1244.61,427.78
2024-05-12,Central,Electronics,Smartphone,8,2670.74,651.9
2024-05-12,Central,Clothing,T-Shirt,7,757.63,203.78
2024-05-12,East,Stationery,Sticky Notes,2,101.93,15.42
2024-05-13,Central,Stationery,Pen Set,6,430.88,137.24
2024-05-14,South,Furniture,Desk,5,3290.2,441.47
2024-05-14,South,Groceries,Organic Juice,1,32.46,2.92
2024-05-14,South,Clothing,T-Shirt,9,151.6,33.46
2024-05-14,South,Clothing,Cap,2,76.95,21.41
2024-05-14,North,Electronics,Smartphone,7,5896.19,1732.9
2024-05-14,West,Clothing,Jacket,4,171.65,23.26
2024-05-14,East,Groceries,Cereal,11,163.78,35.16
2024-05-14,West,Clothing,Jacket,1,72.09,4.01
2024-05-15,West,Stationery,Notebook,5,173.77,59.03
2024-05-15,Central,Groceries,Olive Oil,4,121.22,30.58
2024-05-15,South,Clothing,Jacket,7,232.9,46.24
2024-05-15,Central,Furniture,Desk,10,3801.97,1234.72
2024-05-15,South,Furniture,Dining Table,10,2735.08,439.03
2024-05-15,West,Groceries,Coffee,4,139.45,36.48
2024-05-15,East,Electronics,Smartwatch,9,10200.36,3251.24
2024-05-15,North,Groceries,Coffee,7,102.02,22.45
2024-05-15,West,Electronics,Tablet,9,6980.38,1974.78
2024-05-16,South,Furniture,Desk,4,879.32,272.83
2024-05-16,North,Electronics,Smartphone,5,4102.25,934.53
2024-05-16,East,Groceries,Cereal,7,107.36,8.96
2024-05-16,North,Furniture,Desk,6,776.39,170.04
2024-05-16,North,Clothing,Sneakers,10,997.32,64.79
2024-05-16,South,Stationery,Notebook,5,195.49,25.77
2024-05-16,North,Stationery,Pen Set,4,154.21,22.94
2024-05-16,West,Clothing,T-Shirt,6,589.97,47.53
2024-05-16,West,Groceries,Organic Juice,8,182.0,35.83
2024-05-16,South,Electronics,Smartphone,1,884.76,88.01
2024-05-16,Central,Groceries,Olive Oil,4,129.93,16.19
2024-05-17,Central,Groceries,Organic Juice,11,79.78,10.34
2024-05-17,West,Furniture,Office Chair,11,4593.06,1416.17
2024-05-17,South,Furniture,Office Chair,7,1796.37,547.91
2024-05-17,East,Electronics,Headphones,4,2131.22,133.19
2024-05-17,East,Furniture,Sofa,8,5877.59,1369.55
2024-05-17,West,Electronics,Headphones,3,1598.7,357.49
2024-05-17,East,Clothing,Jacket,4,242.47,79.71
2024-05-17,Central,Electronics,Headphones,5,1222.46,62.52
2024-05-18,East,Furniture,Bookshelf,5,2129.97,422.76
2024-05-18,South,Electronics,Laptop,11,5895.29,991.69
2024-05-18,Central,Stationery,Sticky Notes,4,241.9,18.21
2024-05-18,East,Electronics,Laptop,11,10781.08,3252.77
2024-05-18,South,Clothing,Cap,8,213.24,48.63
2024-05-18,East,Clothing,Jeans,8,709.65,183.29
2024-05-18,Central,Electronics,Headphones,9,5217.01,550.55
2024-05-18,West,Stationery,Pen Set,3,123.53,13.36
2024-05-18,Central,Electronics,Smartphone,9,9809.88,2677.36
2024-05-19,South,Groceries,Organic Juice,6,29.45,9.26
2024-05-19,South,Stationery,Backpack,4,20.9,6.94
2024-05-19,West,Furniture,Office Chair,3,2315.04,479.15
2024-05-19,West,Stationery,Pen Set,4,271.3,41.88
2024-05-19,East,Furniture,Sofa,1,201.02,58.14
2024-05-19,South,Clothing,Cap,6,761.11,87.11
2024-05-19,East,Furniture,Dining Table,11,1486.16,477.23
2024-05-19,South,Stationery,Pen Set,3,121.4,16.9
2024-05-19,Central,Clothing,Sneakers,6,461.01,101.18
2024-05-19,Central,Groceries,Cereal,6,145.77,30.1
2024-05-19,West,Clothing,Jacket,4,510.93,127.41
2024-05-20,Central,Stationery,Desk Lamp,5,53.63,3.23
2024-05-20,South,Electronics,Laptop,8,802.27,45.65
2024-05-20,North,Groceries,Olive Oil,11,406.5,118.49
2024-05-20,West,Clothing,T-Shirt,2,207.65,29.44
2024-05-20,North,Groceries,Coffee,10,247.23,85.89
2024-05-20,West,Groceries,Snack Pack,1,23.27,7.24
2024-05-20,South,Electronics,Smartphone,2,315.24,87.29
2024-05-21,South,Groceries,Snack Pack,1,39.55,6.62
2024-05-21,North,Furniture,Dining Table,11,5440.17,1017.72
2024-05-21,North,Furniture,Sofa,9,2256.13,775.15
2024-05-21,West,Clothing,Cap,2,126.42,14.96
2024-05-21,East,Clothing,Sneakers,11,1227.28,107.68
2024-05-21,South,Clothing,Jacket,4,336.59,101.27
2024-05-21,West,Groceries,Organic Juice,2,37.67,8.05
2024-05-21,West,Electronics,Smartwatch,5,5263.47,323.75
2024-05-22,Central,Clothing,Sneakers,3,410.93,45.98
2024-05-22,North,Electronics,Laptop,11,11550.74,3790.39
2024-05-22,East,Electronics,Headphones,5,1174.73,226.5
2024-05-22,South,Stationery,Desk Lamp,3,16.64,5.03
2024-05-22,West,Furniture,Desk,8,6984.03,1386.53
2024-05-22,West,Stationery,Sticky Notes,9,606.03,181.54
2024-05-22,East,Stationery,Sticky Notes,8,438.23,136.44
2024-05-22,North,Furniture,Office Chair,11,4146.75,248.32
2024-05-23,East,Furniture,Bookshelf,8,6722.33,1457.17
2024-05-23,East,Electronics,Tablet,2,1469.54,307.91
2024-05-23,South,Groceries,Snack Pack,7,275.76,82.2
2024-05-23,West,Groceries,Organic Juice,10,52.05,7.03
2024-05-23,Central,Clothing,T-Shirt,1,96.43,30.57
2024-05-23,East,Stationery,Backpack,3,195.59,21.55
2024-05-24,North,Clothing,Sneakers,2,112.88,19.67
2024-05-24,West,Stationery,Desk Lamp,9,672.9,125.77
2024-05-24,East,Furniture,Office Chair,11,3141.44,832.81
2024-05-24,North,Stationery,Pen Set,4,210.34,10.6
2024-05-24,Central,Electronics,Smartwatch,1,435.94,102.34
2024-05-25,North,Clothing,Jeans,3,61.28,18.56
2024-05-25,North,Furniture,Desk,10,2744.15,484.88
2024-05-25,East,Clothing,Sneakers,3,436.79,124.23
2024-05-25,South,Furniture,Office Chair,6,2007.73,692.29
2024-05-25,South,Groceries,Snack Pack,7,187.04,38.19
2024-05-25,Central,Groceries,Snack Pack,2,9.74,0.55
2024-05-25,Central,Furniture,Office Chair,9,6688.12,587.89
2024-05-25,South,Groceries,Snack Pack,8,272.88,47.45
2024-05-25,East,Groceries,Snack Pack,2,39.31,6.35
2024-05-25,Central,Furniture,Sofa,2,952.83,309.41
2024-05-25,West,Clothing,T-Shirt,6,168.03,10.8
2024-05-25,East,Furniture,Dining Table,6,5151.38,985.5
2024-05-26,South,Groceries,Organic Juice,1,19.3,4.68
2024-05-26,South,Groceries,Organic Juice,11,227.57,29.99
2024-05-26,Central,Electronics,Headphones,11,1448.4,159.46
2024-05-26,East,Groceries,Organic Juice,4,114.05,30.04
2024-05-26,North,Clothing,Cap,10,968.81,203.53
2024-05-26,East,Stationery,Backpack,2,121.51,17.88
2024-05-26,East,Stationery,Pen Set,7,250.08,58.44
2024-05-27,Central,Electronics,Laptop,5,1237.89,106.28
2024-05-27,West,Electronics,Smartwatch,9,1562.16,443.21
2024-05-27,Central,Stationery,Notebook,10,685.68,73.75
2024-05-27,Central,Electronics,Smartwatch,11,7347.59,1546.29
2024-05-27,West,Groceries,Coffee,7,47.52,15.17
2024-05-27,North,Clothing,Jacket,8,124.96,21.95
2024-05-27,East,Groceries,Organic Juice,2,11.91,3.58
2024-05-27,South,Clothing,Cap,6,626.09,159.9
2024-05-27,Central,Clothing,Cap,3,80.54,24.22
2024-05-27,East,Stationery,Notebook,2,100.95,10.12
2024-05-27,West,Stationery,Notebook,1,64.98,3.96
2024-05-28,Central,Groceries,Organic Juice,3,29.09,4.34
2024-05-28,West,Stationery,Desk Lamp,10,705.35,176.86
2024-05-28,Central,Furniture,Bookshelf,8,3980.28,228.32
2024-05-28,Central,Clothing,Jacket,9,1079.74,79.91
2024-05-28,South,Stationery,Pen Set,5,48.77,12.7
2024-05-28,South,Clothing,Jeans,5,641.22,161.27
2024-05-28,Central,Groceries,Snack Pack,8,317.3,64.98
2024-05-28,South,Clothing,Sneakers,10,1345.1,467.86
2024-05-28,East,Stationery,Desk Lamp,9,148.8,41.36
2024-05-28,North,Groceries,Olive Oil,6,184.02,61.38
2024-05-28,East,Electronics,Smartwatch,10,7406.15,1923.61
2024-05-28,Central,Stationery,Pen Set,5,201.37,28.33
2024-05-28,Central,Furniture,Sofa,5,2283.81,604.79
2024-05-29,Central,Furniture,Dining Table,10,1803.32,201.86
2024-05-29,West,Furniture,Sofa,1,164.78,29.63
2024-05-29,North,Groceries,Olive Oil,7,184.04,60.77
2024-05-29,West,Stationery,Desk Lamp,6,236.84,39.87
2024-05-29,North,Groceries,Snack Pack,9,276.66,32.6
2024-05-29,North,Stationery,Notebook,11,633.82,208.66
2024-05-29,West,Groceries,Olive Oil,10,33.96,11.68
2024-05-29,South,Furniture,Sofa,9,7322.16,1757.87
2024-05-29,East,Groceries,Snack Pack,5,158.61,50.78
2024-05-29,North,Clothing,Sneakers,1,53.75,16.01
2024-05-30,Central,Stationery,Notebook,10,88.67,16.26
2024-05-30,Central,Furniture,Bookshelf,5,2440.05,136.4
2024-05-30,West,Groceries,Snack Pack,11,148.04,25.95
2024-05-30,East,Groceries,Snack Pack,1,34.96,3.84
2024-05-30,West,Furniture,Sofa,4,348.49,32.65
2024-05-30,West,Furniture,Dining Table,5,3380.71,253.77
2024-05-30,South,Electronics,Laptop,7,1281.41,252.26
2024-05-30,South,Electronics,Headphones,10,4728.65,1540.68
2024-05-31,West,Stationery,Notebook,6,379.64,114.61
2024-05-31,East,Electronics,Smartphone,8,7567.51,1057.8
2024-05-31,East,Stationery,Pen Set,1,74.47,13.86
2024-05-31,East,Clothing,Jeans,5,731.72,144.03
2024-05-31,South,Furniture,Bookshelf,7,4154.69,722.99
2024-05-31,East,Groceries,Olive Oil,8,141.82,8.51
2024-05-31,West,Electronics,Tablet,9,10401.45,3097.71
2024-06-01,East,Stationery,Backpack,9,66.19,10.86
2024-06-01,North,Clothing,Cap,2,168.34,12.52
2024-06-01,Central,Electronics,Tablet,9,1946.69,535.26
2024-06-01,South,Electronics,Tablet,10,1116.19,273.27
2024-06-01,Central,Stationery,Desk Lamp,3,227.56,29.04
2024-06-01,Central,Clothing,Jacket,11,219.89,73.59
2024-06-02,East,Clothing,Cap,7,263.6,38.85
2024-06-02,North,Groceries,Cereal,1,37.52,4.17
2024-06-02,East,Electronics,Smartwatch,5,3001.62,525.89
2024-06-03,East,Electronics,Smartphone,6,5510.57,651.98
2024-06-03,West,Stationery,Backpack,5,259.09,27.75
2024-06-03,West,Electronics,Smartphone,11,7178.83,1073.11
2024-06-03,South,Electronics,Tablet,11,7726.01,2676.02
2024-06-03,West,Stationery,Notebook,7,35.51,6.98
2024-06-03,West,Electronics,Laptop,7,1125.79,64.7
2024-06-03,South,Clothing,Cap,6,611.85,59.26
2024-06-03,South,Furniture,Sofa,9,7129.42,735.71
2024-06-03,South,Electronics,Tablet,9,2056.28,303.79
2024-06-03,West,Groceries,Snack Pack,9,88.59,25.87
2024-06-03,North,Stationery,Desk Lamp,5,266.48,22.63
2024-06-03,North,Stationery,Backpack,3,140.07,14.64
2024-06-04,East,Stationery,Sticky Notes,6,370.61,100.93
2024-06-04,West,Groceries,Coffee,8,140.46,27.45
2024-06-04,East,Furniture,Sofa,7,2771.44,704.88
2024-06-04,North,Stationery,Pen Set,2,66.37,6.72
2024-06-04,East,Clothing,Cap,8,258.41,33.46
2024-06-04,Central,Stationery,Desk Lamp,8,322.42,76.11
2024-06-04,Central,Furniture,Office Chair,3,589.88,126.24
2024-06-04,South,Clothing,Cap,5,647.43,80.11
2024-06-05,West,Stationery,Sticky Notes,6,151.43,39.24
2024-06-05,North,Groceries,Olive Oil,9,35.83,2.31
2024-06-05,South,Furniture,Dining Table,6,1592.14,93.32
2024-06-05,West,Electronics,Laptop,11,4704.01,307.78
2024-06-05,East,Clothing,Jacket,11,830.56,139.98
2024-06-05,North,Clothing,Cap,10,1223.39,307.07
2024-06-05,East,Groceries,Olive Oil,5,23.77,5.63
2024-06-05,West,Stationery,Sticky Notes,11,558.68,192.7
2024-06-05,North,Stationery,Notebook,3,208.37,45.24
2024-06-05,West,Stationery,Pen Set,11,80.02,24.09
2024-06-05,South,Clothing,Cap,4,163.26,53.2
2024-06-05,South,Groceries,Snack Pack,9,302.76,102.99
2024-06-05,South,Electronics,Tablet,2,654.85,172.97
2024-06-06,East,Groceries,Coffee,9,322.91,107.13
2024-06-06,North,Electronics,Smartwatch,7,2860.23,356.14
2024-06-06,Central,Groceries,Cereal,2,68.91,12.76
2024-06-06,South,Furniture,Dining Table,1,97.47,22.76
2024-06-06,East,Groceries,Olive Oil,10,389.71,27.46
2024-06-06,North,Stationery,Pen Set,6,202.69,45.51
2024-06-06,East,Furniture,Desk,11,3056.19,225.74
2024-06-07,South,Stationery,Pen Set,8,633.1,193.15
2024-06-07,North,Clothing,Cap,8,730.97,137.19
2024-06-07,West,Groceries,Coffee,9,170.64,14.0
2024-06-07,Central,Furniture,Desk,1,86.42,11.51
2024-06-07,West,Electronics,Laptop,4,3814.36,951.13
2024-06-07,South,Electronics,Headphones,6,3516.49,1072.19
2024-06-07,Central,Clothing,Jacket,10,259.28,28.81
2024-06-07,Central,Groceries,Cereal,9,214.45,57.61
2024-06-07,West,Clothing,Cap,3,228.5,47.4
2024-06-08,East,Clothing,Sneakers,5,524.72,81.16
2024-06-08,Central,Electronics,Smartphone,7,4381.76,514.54
2024-06-08,North,Furniture,Sofa,6,3815.31,1066.78
2024-06-08,East,Furniture,Office Chair,5,2796.8,706.9
2024-06-09,West,Stationery,Desk Lamp,4,22.18,5.68
2024-06-09,North,Furniture,Desk,1,437.94,127.44
2024-06-09,South,Stationery,Backpack,4,137.42,17.38
2024-06-09,North,Clothing,Jacket,5,182.05,12.7
2024-06-09,South,Electronics,Headphones,11,12410.98,1003.04
2024-06-09,East,Furniture,Office Chair,1,723.56,85.2
2024-06-09,North,Electronics,Headphones,3,415.65,102.95
2024-06-10,North,Electronics,Laptop,6,5573.56,327.74
2024-06-10,North,Groceries,Olive Oil,10,135.52,46.42
2024-06-10,South,Groceries,Cereal,3,32.43,9.44
2024-06-10,East,Clothing,T-Shirt,1,110.85,17.91
2024-06-10,Central,Clothing,T-Shirt,9,938.25,107.56
2024-06-10,Central,Furniture,Desk,10,3365.18,295.96
2024-06-10,East,Electronics,Headphones,8,5583.12,599.47
2024-06-10,South,Furniture,Bookshelf,10,2615.18,407.09
2024-06-10,East,Electronics,Headphones,11,11134.0,2200.58
2024-06-10,South,Clothing,Sneakers,1,54.44,11.71
2024-06-10,West,Groceries,Organic Juice,11,126.94,41.38
2024-06-11,South,Groceries,Olive Oil,6,188.31,62.43
2024-06-11,North,Groceries,Cereal,1,6.61,0.4
2024-06-11,West,Furniture,Dining Table,1,193.02,51.66
2024-06-11,East,Clothing,Sneakers,1,21.31,2.42
2024-06-11,East,Groceries,Coffee,6,22.58,3.45
2024-06-11,Central,Electronics,Smartwatch,8,5122.01,536.32
2024-06-11,North,Groceries,Coffee,5,139.56,20.79
2024-06-11,West,Electronics,Smartwatch,4,4481.43,882.73
2024-06-12,Central,Furniture,Dining Table,3,2606.36,707.14
2024-06-12,South,Electronics,Laptop,2,2142.52,345.96
2024-06-12,West,Groceries,Snack Pack,3,59.05,5.0
2024-06-12,East,Furniture,Office Chair,5,2081.58,533.66
2024-06-12,North,Groceries,Snack Pack,4,34.5,10.91
2024-06-12,East,Furniture,Office Chair,10,2407.73,589.05
2024-06-12,East,Clothing,T-Shirt,8,444.95,91.83
2024-06-13,Central,Stationery,Desk Lamp,1,35.93,3.74
2024-06-13,Central,Groceries,Organic Juice,7,116.88,22.7
2024-06-13,West,Clothing,Sneakers,6,371.67,96.81
2024-06-13,Central,Clothing,Jeans,6,434.1,45.28
2024-06-13,West,Stationery,Sticky Notes,6,346.95,49.96
2024-06-14,North,Clothing,Cap,3,444.31,108.32
2024-06-14,West,Stationery,Sticky Notes,2,32.68,2.46
2024-06-14,East,Groceries,Olive Oil,5,70.44,23.19
2024-06-14,Central,Groceries,Organic Juice,3,109.14,5.56
2024-06-14,West,Groceries,Cereal,1,10.03,1.46
2024-06-14,North,Stationery,Sticky Notes,6,447.55,149.96
2024-06-14,North,Furniture,Office Chair,7,4343.49,1092.63
2024-06-14,North,Furniture,Bookshelf,9,6892.94,2090.81
2024-06-14,South,Stationery,Pen Set,7,111.8,12.43
2024-06-14,North,Groceries,Snack Pack,4,149.13,28.0
2024-06-14,Central,Furniture,Sofa,1,419.22,79.96
2024-06-14,Central,Stationery,Notebook,7,100.95,17.91
2024-06-14,East,Furniture,Bookshelf,7,2546.6,200.1
2024-06-14,South,Electronics,Smartphone,4,3129.66,892.34
2024-06-15,South,Clothing,Sneakers,5,113.02,16.27
2024-06-15,Central,Groceries,Cereal,3,63.71,21.9
2024-06-15,East,Electronics,Headphones,11,6838.19,2038.55
2024-06-15,West,Electronics,Tablet,8,6241.87,763.29
2024-06-15,Central,Clothing,Sneakers,2,226.8,23.83
2024-06-15,South,Electronics,Headphones,2,2245.66,654.85
2024-06-15,South,Groceries,Coffee,6,90.17,12.22
2024-06-15,Central,Electronics,Smartphone,8,9586.33,1068.23
2024-06-16,West,Groceries,Cereal,1,17.21,1.07
2024-06-16,Central,Clothing,Cap,1,116.17,19.13
2024-06-16,East,Groceries,Snack Pack,1,11.28,1.34
2024-06-16,East,Groceries,Coffee,3,36.01,6.69
2024-06-16,East,Groceries,Olive Oil,2,37.05,9.85
2024-06-16,South,Groceries,Olive Oil,10,184.95,32.66
2024-06-16,South,Clothing,T-Shirt,10,931.38,188.83
2024-06-16,Central,Groceries,Coffee,3,104.13,27.24
2024-06-16,East,Groceries,Coffee,8,130.46,15.62
2024-06-16,North,Clothing,Sneakers,11,780.13,241.9
2024-06-16,East,Clothing,Jeans,11,579.78,49.43
2024-06-16,East,Stationery,Notebook,3,175.74,29.69
2024-06-17,Central,Groceries,Olive Oil,6,141.25,34.98
2024-06-17,Central,Stationery,Backpack,8,335.8,33.2
2024-06-17,West,Furniture,Sofa,1,223.64,40.16
2024-06-17,East,Groceries,Snack Pack,1,36.98,9.51
2024-06-17,East,Electronics,Tablet,8,5430.06,776.76
2024-06-17,South,Groceries,Organic Juice,10,72.87,18.31
2024-06-17,North,Electronics,Smartwatch,7,1577.68,441.66
2024-06-17,East,Clothing,T-Shirt,7,945.75,210.96
2024-06-17,South,Clothing,Jacket,7,633.15,66.36
2024-06-18,West,Furniture,Sofa,10,1059.89,129.2
2024-06-18,East,Clothing,Sneakers,9,1309.37,423.85
2024-06-18,Central,Furniture,Bookshelf,9,7188.62,448.42
2024-06-18,West,Furniture,Desk,8,5827.76,1644.26
2024-06-18,Central,Stationery,Pen Set,6,59.91,12.4
2024-06-18,South,Stationery,Desk Lamp,11,732.8,42.5
2024-06-18,Central,Furniture,Dining Table,7,6293.21,779.28
2024-06-18,East,Furniture,Bookshelf,5,4163.5,468.54
2024-06-18,Central,Clothing,Jacket,5,309.83,102.79
2024-06-18,West,Groceries,Snack Pack,2,78.97,7.12
2024-06-18,East,Clothing,Jacket,8,276.27,89.72
2024-06-18,East,Furniture,Sofa,7,5965.2,432.51
2024-06-18,Central,Stationery,Backpack,2,145.02,31.9
2024-06-18,South,Clothing,Sneakers,11,1127.36,273.94
2024-06-18,East,Electronics,Tablet,6,1353.1,107.52
2024-06-18,South,Clothing,Cap,1,122.84,20.95
2024-06-18,North,Electronics,Smartwatch,10,9034.38,1895.24
2024-06-19,Central,Groceries,Cereal,10,298.87,98.8
2024-06-19,South,Clothing,Jeans,7,604.62,131.27
2024-06-19,South,Electronics,Smartphone,1,761.41,192.72
2024-06-19,South,Electronics,Headphones,2,991.15,92.53
2024-06-19,East,Groceries,Coffee,10,202.1,54.35
2024-06-19,North,Clothing,Sneakers,7,818.28,51.07
2024-06-19,Central,Electronics,Laptop,5,730.49,49.08
2024-06-19,South,Furniture,Sofa,2,485.47,103.36
2024-06-19,Central,Groceries,Cereal,8,269.83,19.62
2024-06-19,Central,Groceries,Cereal,9,353.3,108.22
2024-06-19,East,Groceries,Coffee,7,166.25,18.37
2024-06-19,North,Stationery,Backpack,3,206.5,36.81
2024-06-19,East,Furniture,Desk,2,1200.78,345.3
2024-06-19,West,Clothing,Cap,5,490.97,46.42
2024-06-19,North,Groceries,Coffee,4,17.83,3.65
2024-06-19,East,Clothing,Jacket,4,441.12,131.22
2024-06-19,South,Furniture,Dining Table,2,1016.15,229.44
2024-06-20,North,Clothing,Jeans,5,340.26,82.93
2024-06-20,South,Stationery,Pen Set,6,242.92,42.16
2024-06-20,Central,Electronics,Tablet,9,8413.15,1515.78
2024-06-20,North,Stationery,Pen Set,2,136.21,11.16
2024-06-20,West,Groceries,Organic Juice,7,52.69,13.91
2024-06-20,East,Electronics,Smartwatch,5,1307.33,435.23
2024-06-20,South,Furniture,Desk,4,699.42,102.81
2024-06-20,East,Groceries,Coffee,3,36.02,8.71
2024-06-20,South,Clothing,Jeans,5,557.18,28.24
2024-06-20,East,Electronics,Tablet,5,1261.91,438.7
2024-06-20,South,Furniture,Sofa,9,7972.1,404.63
2024-06-20,South,Electronics,Smartphone,10,4578.44,644.44
2024-06-20,South,Clothing,Cap,9,265.65,92.26
2024-06-21,North,Furniture,Bookshelf,11,8816.9,504.02
2024-06-21,East,Clothing,Cap,3,115.53,7.55
2024-06-21,East,Stationery,Sticky Notes,7,37.8,10.66
2024-06-21,North,Groceries,Snack Pack,5,145.86,42.11
2024-06-21,North,Electronics,Smartphone,1,940.8,269.66
2024-06-21,South,Electronics,Laptop,1,478.97,150.86
2024-06-21,North,Clothing,T-Shirt,1,49.13,15.58
2024-06-21,East,Stationery,Backpack,4,47.21,12.76
2024-06-21,North,Clothing,Sneakers,1,51.45,10.88
2024-06-22,East,Stationery,Notebook,11,876.23,85.09
2024-06-22,West,Furniture,Dining Table,9,6512.21,1309.81
2024-06-22,West,Furniture,Sofa,8,5295.21,1005.81
2024-06-22,South,Clothing,T-Shirt,1,107.45,15.02
2024-06-22,West,Stationery,Desk Lamp,8,159.55,36.24
